Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity ,Order ID
High,10.06,2.06,1533,Nicole Reid,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Central,Missouri,University City,06/08/2010,07/08/2010,5,91328
High,5.98,4.38,1533,Nicole Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Central,Missouri,University City,17/10/2013,18/10/2013,6,91330
High,17.98,8.51,1534,Charlie H Jennings,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,Central,Missouri,Wentzville,28/05/2013,29/05/2013,2,91329
High,10.9,7.46,1534,Charlie H Jennings,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Crate-A-Files™,Central,Missouri,Wentzville,28/05/2013,29/05/2013,7,91329
Not Specified,320.64,43.57,1536,Milton Padgett,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",West,California,La Quinta,06/11/2011,07/11/2011,7,90422
High,3.98,5.26,1536,Milton Padgett,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,West,California,La Quinta,29/09/2012,01/10/2012,20,90425
High,4.73,1.52,1536,Milton Padgett,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",West,California,La Quinta,29/09/2012,30/09/2012,11,90425
Critical,4.98,0.49,1536,Milton Padgett,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery White Multi-Purpose Labels,West,California,La Quinta,01/06/2013,02/06/2013,11,90427
Not Specified,500.98,28.14,1536,Milton Padgett,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",West,California,La Quinta,18/10/2013,20/10/2013,6,90428
Not Specified,110.98,35,1537,Paul Cowan,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,"Carina Mini System Audio Rack, Model AR050B",Central,Minnesota,Hopkins,19/01/2013,20/01/2013,4,90426
Not Specified,212.6,110.2,1537,Paul Cowan,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,Central,Minnesota,Hopkins,19/01/2013,21/01/2013,2,90426
Not Specified,349.45,60,1537,Paul Cowan,Delivery Truck,Consumer,Furniture,Tables,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Central,Minnesota,Hopkins,19/01/2013,21/01/2013,12,90426
Not Specified,48.91,5.97,1538,Ryan Rosen,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1917,Central,Texas,Kingsville,29/04/2012,30/04/2012,13,90423
Not Specified,296.18,54.12,1538,Ryan Rosen,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,Central,Texas,Kingsville,29/04/2012,01/05/2012,14,90423
High,105.98,13.99,1538,Ryan Rosen,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Central,Texas,Kingsville,10/09/2012,11/09/2012,2,90424
High,34.58,8.99,1538,Ryan Rosen,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Central,Texas,Kingsville,10/09/2012,12/09/2012,18,90424
Critical,2.88,0.7,1538,Ryan Rosen,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,Central,Texas,Kingsville,30/10/2013,01/11/2013,15,90429
Critical,1.82,1,1540,Charlene Reynolds,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Crayola Anti Dust Chalk, 12/Pack",South,Florida,Davie,04/08/2011,05/08/2011,16,87784
Critical,2.18,0.78,1540,Charlene Reynolds,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Stockwell Push Pins,South,Florida,Davie,03/07/2012,06/07/2012,2,87786
Critical,125.99,8.08,1540,Charlene Reynolds,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M3682,South,Florida,Davie,03/07/2012,05/07/2012,2,87786
Critical,40.89,18.98,1540,Charlene Reynolds,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,South,Florida,Davie,26/09/2013,28/09/2013,3,87788
Medium,6.54,5.27,1541,Glenda Taylor Strauss,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones® Four-Pocket Poly Binders,South,Florida,Daytona Beach,09/05/2013,09/05/2013,9,87787
Medium,35.77,9.02,1541,Glenda Taylor Strauss,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",South,Florida,Daytona Beach,09/05/2013,10/05/2013,9,87787
Critical,227.55,32.48,1541,Glenda Taylor Strauss,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon Rectangular Conference Tables,South,Florida,Daytona Beach,05/10/2013,06/10/2013,25,87789
Low,40.96,1.99,1542,Janet Snow,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Fuji 5.2GB DVD-RAM,Central,Illinois,Country Club Hills,23/09/2011,25/09/2011,12,87785
High,7.99,5.03,1544,Joanna Beatty,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,Central,Illinois,Plainfield,11/10/2011,13/10/2011,20,88493
High,2.78,1.34,1544,Joanna Beatty,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Drawing Pencil Set,Central,Illinois,Plainfield,20/06/2012,22/06/2012,16,88495
Critical,499.99,24.49,1545,Willie Boone,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Sharp AL-1530CS Digital Copier,Central,Indiana,New Albany,21/05/2011,23/05/2011,2,88489
High,56.96,13.22,1545,Willie Boone,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Central,Indiana,New Albany,17/06/2011,18/06/2011,7,88490
High,279.48,35,1545,Willie Boone,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Central,Indiana,New Albany,17/06/2011,18/06/2011,1,88490
Low,49.99,19.99,1545,Willie Boone,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,Central,Indiana,New Albany,15/09/2012,17/09/2012,9,88497
Low,23.99,6.3,1545,Willie Boone,Regular Air,Corporate,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,Central,Indiana,New Albany,20/01/2013,22/01/2013,10,88498
Low,65.99,8.99,1545,Willie Boone,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V 3600 Series,Central,Indiana,New Albany,20/01/2013,20/01/2013,1,88498
High,60.98,49,1546,Tommy Mullins,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,Central,Indiana,Noblesville,11/10/2011,13/10/2011,11,88493
High,290.98,69,1546,Tommy Mullins,Regular Air,Corporate,Furniture,Tables,Large Box,Hon 5100 Series Wood Tables,Central,Indiana,Noblesville,11/10/2011,13/10/2011,10,88493
Medium,28.53,1.49,1546,Tommy Mullins,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',Central,Indiana,Noblesville,07/08/2012,08/08/2012,17,88496
Medium,99.99,19.99,1546,Tommy Mullins,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,U.S. Robotics 56K Internet Call Modem,Central,Indiana,Noblesville,07/08/2012,10/08/2012,8,88496
Medium,125.99,7.69,1547,Jean Bryan,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Timeport L7089,Central,Indiana,Portage,11/04/2011,13/04/2011,8,88488
Low,420.98,19.99,1547,Jean Bryan,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,Central,Indiana,Portage,29/03/2012,03/04/2012,2,88494
Low,29.18,8.55,1547,Jean Bryan,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Central,Indiana,Portage,29/03/2012,29/03/2012,12,88494
High,65.99,5.26,1547,Jean Bryan,Express Air,Corporate,Technology,Telephones and Communication,Small Box,8860,Central,Indiana,Portage,20/06/2012,22/06/2012,6,88495
Critical,68.81,60,1547,Jean Bryan,Delivery Truck,Corporate,Office Supplies,Appliances,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,Indiana,Portage,03/12/2013,04/12/2013,12,88501
Low,599.99,24.49,1548,John Bray,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Canon Image Class D660 Copier,Central,Indiana,Richmond,23/12/2010,25/12/2010,18,88487
Low,14.98,8.99,1548,John Bray,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Central,Indiana,Richmond,12/08/2011,14/08/2011,17,88491
High,100.98,35.84,1548,John Bray,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Central,Indiana,Richmond,20/08/2011,22/08/2011,1,88492
High,3.48,49,1548,John Bray,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Hoover® Commercial Lightweight Upright Vacuum,Central,Indiana,Richmond,14/04/2013,17/04/2013,1,88499
High,14.34,5,1548,John Bray,Express Air,Corporate,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,Central,Indiana,Richmond,20/08/2013,20/08/2013,15,88500
Not Specified,280.98,35.67,1550,Mary Larson,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,Central,Minnesota,Woodbury,03/04/2012,04/04/2012,7,87493
Not Specified,11.5,7.19,1550,Mary Larson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Central,Minnesota,Woodbury,30/04/2012,02/05/2012,2,87496
Not Specified,599.99,24.49,1550,Mary Larson,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Hewlett Packard LaserJet 3310 Copier,Central,Minnesota,Woodbury,30/04/2012,01/05/2012,11,87496
Critical,294.62,42.52,1550,Mary Larson,Delivery Truck,Small Business,Office Supplies,Appliances,Jumbo Drum,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Minnesota,Woodbury,02/08/2012,04/08/2012,17,87501
Low,17.7,9.47,1551,Laurence Flowers,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Portfile® Personal File Boxes,South,Mississippi,Biloxi,25/12/2010,01/01/2011,18,87488
Critical,27.48,4,1551,Laurence Flowers,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,South,Mississippi,Biloxi,26/05/2011,28/05/2011,3,87489
Not Specified,39.98,7.12,1551,Laurence Flowers,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"IBM Active Response Keyboard, Black",South,Mississippi,Biloxi,03/04/2012,04/04/2012,7,87493
Not Specified,65.99,3.99,1551,Laurence Flowers,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,StarTAC 7760,South,Mississippi,Biloxi,03/04/2012,04/04/2012,6,87493
Medium,7.28,11.15,1551,Laurence Flowers,Express Air,Consumer,Office Supplies,Paper,Small Box,"Array® Parchment Paper, Assorted Colors",South,Mississippi,Biloxi,17/06/2012,18/06/2012,8,87498
Critical,348.21,40.19,1552,Gary Koch,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,South,Mississippi,Clinton,01/07/2010,04/07/2010,2,87486
Medium,20.95,5.99,1552,Gary Koch,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",South,Mississippi,Clinton,30/05/2011,01/06/2011,4,87490
Medium,20.89,1.99,1552,Gary Koch,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",South,Mississippi,Clinton,30/05/2011,31/05/2011,13,87490
Low,65.99,5.63,1552,Gary Koch,Express Air,Small Business,Technology,Telephones and Communication,Small Box,2190,South,Mississippi,Clinton,28/04/2012,28/04/2012,8,87495
Medium,6.48,10.05,1552,Gary Koch,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1997,South,Mississippi,Clinton,17/06/2012,18/06/2012,12,87498
Not Specified,10.9,7.46,1552,Gary Koch,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Crate-A-Files™,South,Mississippi,Clinton,18/04/2013,21/04/2013,11,87503
High,40.97,1.99,1552,Gary Koch,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",South,Mississippi,Clinton,24/10/2013,24/10/2013,5,87505
Not Specified,12.28,6.35,1553,Tara Powers Underwood,Regular Air,Small Business,Office Supplies,Paper,Small Box,Staples Premium Bright 1-Part Blank Computer Paper,South,Mississippi,Greenville,22/03/2010,24/03/2010,7,87484
Medium,10.97,6.5,1553,Tara Powers Underwood,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Micro Innovations 104 Keyboard,South,Mississippi,Greenville,07/08/2011,08/08/2011,8,87491
Not Specified,19.98,4,1553,Tara Powers Underwood,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,South,Mississippi,Greenville,18/04/2012,20/04/2012,2,87494
High,20.99,0.99,1553,Tara Powers Underwood,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory25,South,Mississippi,Greenville,16/05/2012,18/05/2012,17,87497
Not Specified,15.14,4.53,1553,Tara Powers Underwood,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Eldon® Gobal File Keepers,South,Mississippi,Greenville,22/03/2013,23/03/2013,11,87502
Medium,5.4,7.78,1553,Tara Powers Underwood,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,South,Mississippi,Greenville,18/10/2013,20/10/2013,1,87504
Medium,6.68,4.91,1553,Tara Powers Underwood,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1986,South,Mississippi,Greenville,18/10/2013,20/10/2013,6,87504
High,10.98,3.99,1554,Joan Floyd,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Staples Surge Protector 6 outlet,South,Mississippi,Gulfport,18/05/2010,18/05/2010,15,87485
High,124.49,51.94,1554,Joan Floyd,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,South,Mississippi,Gulfport,13/08/2010,14/08/2010,7,87487
Low,65.99,5.26,1554,Joan Floyd,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,8860,South,Mississippi,Gulfport,08/01/2012,13/01/2012,8,87492
Medium,3.69,0.5,1554,Joan Floyd,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 501,South,Mississippi,Gulfport,20/06/2012,22/06/2012,5,87499
Not Specified,73.98,14.52,1554,Joan Floyd,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,South,Mississippi,Gulfport,27/06/2012,28/06/2012,14,87500
Not Specified,2.89,0.99,1556,Carol Wood,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 482,South,Virginia,Alexandria,01/06/2010,03/06/2010,6,87425
Not Specified,22.84,11.54,1556,Carol Wood,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1964,South,Virginia,Alexandria,01/06/2010,03/06/2010,9,87425
Low,60.98,49,1557,James Nicholson,Regular Air,Consumer,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,South,Virginia,Annandale,25/09/2010,02/10/2010,15,87426
Low,29.89,1.99,1557,James Nicholson,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",South,Virginia,Annandale,25/09/2010,27/09/2010,12,87426
Medium,6.48,6.22,1557,James Nicholson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1894,South,Virginia,Annandale,25/09/2011,27/09/2011,20,87429
Medium,218.75,69.64,1557,James Nicholson,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,South,Virginia,Annandale,25/09/2011,26/09/2011,4,87429
Low,40.98,7.47,1558,Kathy Norman,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,Virginia,Arlington,12/05/2011,14/05/2011,16,87427
Low,70.98,26.74,1558,Kathy Norman,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Hon Metal Bookcases, Black",South,Virginia,Arlington,12/05/2011,17/05/2011,8,87427
Critical,2.88,5.33,1558,Kathy Norman,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery File Folder Labels,South,Virginia,Arlington,27/05/2011,30/05/2011,17,87428
Critical,7.68,6.16,1558,Kathy Norman,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,South,Virginia,Arlington,31/08/2012,01/09/2012,19,87430
Low,155.99,8.99,1558,Kathy Norman,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,LX 788,South,Virginia,Arlington,07/04/2013,09/04/2013,7,87431
Critical,22.98,1.99,1558,Kathy Norman,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",South,Virginia,Arlington,15/04/2013,16/04/2013,10,87432
Critical,226.67,28.16,1559,Zachary Maynard,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon GuestStacker Chair,South,Virginia,Blacksburg,15/04/2010,17/04/2010,5,87424
High,11.34,11.25,1561,Edwin Coley,Regular Air,Corporate,Office Supplies,Paper,Small Box,Staples 1 Part Blank Computer Paper,Central,Texas,Mansfield,01/03/2010,02/03/2010,9,88093
Critical,12.2,6.02,1561,Edwin Coley,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Advantus Panel Wall Certificate Holder - 8.5x11,Central,Texas,Mansfield,13/10/2010,14/10/2010,5,88094
Medium,243.98,43.32,1561,Edwin Coley,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Texas,Mansfield,04/03/2012,05/03/2012,14,88095
Low,4.71,0.7,1561,Edwin Coley,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Sterling Rubber Bands by Alliance,Central,Texas,Mansfield,14/11/2012,16/11/2012,26,88097
Medium,4.89,4.93,1562,Kristin Snyder,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Central,Texas,Mcallen,04/03/2012,06/03/2012,4,88095
Medium,4.98,0.8,1562,Kristin Snyder,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,Central,Texas,Mcallen,04/03/2012,04/03/2012,1,88095
Low,20.97,6.5,1562,Kristin Snyder,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Microsoft Internet Keyboard,Central,Texas,Mcallen,12/03/2012,16/03/2012,7,88096
Low,6.48,7.37,1562,Kristin Snyder,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 210,Central,Texas,Mcallen,12/03/2012,19/03/2012,13,88096
Medium,7.84,4.71,1562,Kristin Snyder,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Central,Texas,Mcallen,16/12/2012,17/12/2012,25,88098
Medium,4.48,2.5,1562,Kristin Snyder,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,Central,Texas,Mcallen,16/12/2012,18/12/2012,11,88098
Critical,48.91,5.81,1562,Kristin Snyder,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1891,Central,Texas,Mcallen,10/04/2013,12/04/2013,4,88100
High,294.62,42.52,1563,Natalie McIntyre,Delivery Truck,Corporate,Office Supplies,Appliances,Jumbo Drum,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Texas,Mesquite,27/02/2013,27/02/2013,10,88099
Critical,165.98,19.99,1563,Natalie McIntyre,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind P100 Manual Binding Machine,Central,Texas,Mesquite,10/04/2013,12/04/2013,6,88100
