Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity,Order ID,SalesAmountWithoutShipping,SalesAmountWithShipping
Not Specified,30.98,6.5,1684,Glenda Holder,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,Central,Texas,Coppell,2013-11-05,2013-05-13,2,90616,61.96,68.46000000000001
Critical,40.98,5.33,1684,Glenda Holder,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Belkin 8 Outlet Surge Protector,Central,Texas,Coppell,2013-10-12,2013-12-12,6,90618,245.88,251.21
Critical,12.99,14.37,1684,Glenda Holder,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Central,Texas,Coppell,2013-10-12,2013-11-12,23,90618,298.77,313.14
Low,2.08,5.33,1686,Lynn O'Donnell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon® Wave Desk Accessories,Central,Illinois,Elgin,2010-03-03,2010-10-03,9,86973,18.72,24.049999999999997
Medium,4.48,49.0,1686,Lynn O'Donnell,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,Central,Illinois,Elgin,2011-09-19,2011-09-21,4,86976,17.92,66.92
Low,65.99,5.26,1686,Lynn O'Donnell,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,g520,Central,Illinois,Elgin,2013-04-15,2013-04-22,4,86979,263.96,269.21999999999997
Low,155.99,8.99,1686,Lynn O'Donnell,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,LX 788,Central,Illinois,Elgin,2013-04-15,2013-04-19,5,86979,779.95,788.94
Critical,136.98,24.49,1687,Ernest Dawson,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Central,Illinois,Elk Grove Village,2011-03-31,2011-01-04,11,86974,1506.78,1531.27
Critical,270.98,50.0,1687,Ernest Dawson,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Central,Illinois,Elk Grove Village,2011-08-30,2011-08-31,9,86975,2438.82,2488.82
Critical,4.48,1.22,1687,Ernest Dawson,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Spiral Phone Message Books with Labels by Adams,Central,Illinois,Elk Grove Village,2011-08-30,2011-08-31,9,86975,40.32000000000001,41.540000000000006
Low,125.99,5.63,1687,Ernest Dawson,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,8290,Central,Illinois,Elk Grove Village,2012-05-17,2012-05-21,2,86977,251.98,257.61
Medium,370.98,99.0,1687,Ernest Dawson,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Central,Illinois,Elk Grove Village,2012-12-08,2012-08-14,24,86978,8903.52,9002.52
Medium,179.99,13.99,1687,Ernest Dawson,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Central,Illinois,Elk Grove Village,2012-12-08,2012-08-14,8,86978,1439.92,1453.91
High,48.91,35.0,1689,Larry Church,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Industrial Shelving,Central,Indiana,Highland,2010-09-24,2010-09-25,10,91077,489.09999999999997,524.0999999999999
Low,6.48,5.74,1689,Larry Church,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1994,Central,Indiana,Highland,2011-09-07,2011-07-13,10,91080,64.80000000000001,70.54
Not Specified,5.68,1.3900000000000001,1689,Larry Church,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,Central,Indiana,Highland,2011-04-12,2011-06-12,8,91081,45.44,46.83
Medium,8.75,8.54,1689,Larry Church,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Central,Indiana,Highland,2012-09-22,2012-09-24,19,91082,166.25,174.79
Medium,5.85,2.27,1689,Larry Church,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",Central,Indiana,Highland,2012-09-22,2012-09-23,12,91082,70.19999999999999,72.46999999999998
High,195.99,3.99,1689,Larry Church,Express Air,Corporate,Technology,Telephones and Communication,Small Box,CF 888,Central,Indiana,Highland,2013-05-20,2013-05-22,16,91084,3135.84,3139.83
Low,115.99,5.26,1690,Neil Bailey,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,636,East,Pennsylvania,Harrisburg,2010-07-24,2010-07-28,9,91076,1043.9099999999999,1049.1699999999998
Not Specified,95.43,19.99,1690,Neil Bailey,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,East,Pennsylvania,Harrisburg,2010-01-12,2010-02-12,22,91078,2099.46,2119.45
Critical,400.98,42.52,1690,Neil Bailey,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,East,Pennsylvania,Harrisburg,2011-01-25,2011-01-28,11,91079,4410.780000000001,4453.300000000001
High,3.6,2.2,1690,Neil Bailey,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",East,Pennsylvania,Harrisburg,2012-11-30,2012-01-12,37,91083,133.20000000000002,135.4
Not Specified,6.48,7.91,1690,Neil Bailey,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 216,East,Pennsylvania,Harrisburg,2013-04-12,2013-04-12,21,91085,136.08,143.99
Not Specified,6.84,8.37,1692,Rhonda Schroeder,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Central,Kansas,Newton,2010-01-23,2010-01-24,5,90189,34.2,42.57
Not Specified,30.98,5.76,1693,Melinda Thornton,Regular Air,Consumer,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",South,Virginia,Reston,2010-01-23,2010-01-25,11,90189,340.78000000000003,346.54
Low,15.67,1.3900000000000001,1693,Melinda Thornton,Express Air,Consumer,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",South,Virginia,Reston,2010-11-05,2010-11-05,11,90190,172.37,173.76
Medium,1938.02,13.99,1693,Melinda Thornton,Regular Air,Consumer,Technology,Office Machines,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,South,Virginia,Reston,2013-04-05,2013-06-05,4,90191,7752.08,7766.07
High,28.48,1.99,1695,Debra Cochran,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",South,Arkansas,Fayetteville,2012-11-06,2012-11-06,9,86341,256.32,258.31
Critical,6.68,5.41,1695,Debra Cochran,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 195,South,Arkansas,Fayetteville,2012-01-08,2012-03-08,19,86342,126.91999999999999,132.32999999999998
High,5.34,2.99,1696,Bonnie G Keith,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,South,Arkansas,Fort Smith,2011-07-17,2011-07-19,12,86339,64.08,67.07
High,23.99,6.71,1696,Bonnie G Keith,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",South,Arkansas,Fort Smith,2013-07-17,2013-07-20,16,86343,383.84,390.54999999999995
Low,8.69,2.99,1696,Bonnie G Keith,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",South,Arkansas,Fort Smith,2013-09-22,2013-09-29,17,86345,147.73,150.72
Medium,13.43,5.5,1697,Holly Osborne,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",South,Arkansas,Hot Springs,2010-01-16,2010-01-17,9,86338,120.87,126.37
Medium,15.15,10.13,1697,Holly Osborne,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Plastic Binding Combs,South,Arkansas,Hot Springs,2011-08-28,2011-08-30,15,86340,227.25,237.38
Medium,205.99,2.79,1697,Holly Osborne,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,ELITE Series,South,Arkansas,Hot Springs,2013-08-28,2013-08-30,2,86344,411.98,414.77000000000004
Low,3.98,5.26,1699,Joseph Hurst,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,East,Pennsylvania,Levittown,2010-03-25,2010-03-29,12,87345,47.76,53.019999999999996
Low,6.48,5.4,1699,Joseph Hurst,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 207,East,Pennsylvania,Levittown,2010-03-25,2010-03-25,2,87345,12.96,18.36
Low,218.75,69.64,1699,Joseph Hurst,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,East,Pennsylvania,Levittown,2012-06-08,2012-11-08,12,87346,2625.0,2694.64
Medium,15.99,13.18,1701,Renee Ellington,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",South,Mississippi,Jackson,2011-12-26,2011-12-26,16,90475,255.84,269.02
Medium,4.98,0.8,1701,Renee Ellington,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,South,Mississippi,Jackson,2011-12-26,2011-12-27,1,90475,4.98,5.78
Not Specified,205.99,2.5,1701,Renee Ellington,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,V70,South,Mississippi,Jackson,2012-04-12,2012-06-12,19,90476,3913.8100000000004,3916.3100000000004
Medium,14.81,13.32,1702,Sandra Berry,Regular Air,Home Office,Office Supplies,Appliances,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",South,Mississippi,Meridian,2010-01-17,2010-01-20,3,90473,44.43,57.75
Medium,4.2,2.26,1702,Sandra Berry,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",South,Mississippi,Meridian,2010-01-17,2010-01-19,3,90473,12.600000000000001,14.860000000000001
Medium,243.98,62.94,1702,Sandra Berry,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Deluxe Fabric Upholstered Stacking Chairs,South,Mississippi,Meridian,2011-07-18,2011-07-19,1,90474,243.98,306.91999999999996
Critical,15.16,15.09,1702,Sandra Berry,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",South,Mississippi,Meridian,2013-06-27,2013-06-28,6,90477,90.96000000000001,106.05000000000001
Low,20.99,0.99,1702,Sandra Berry,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory21,South,Mississippi,Meridian,2013-11-16,2013-11-16,18,90478,377.82,378.81
Not Specified,8.74,8.29,1704,Marlene Elmore,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,Minnesota,Prior Lake,2011-05-20,2011-05-21,14,91538,122.36,130.65
Low,20.24,6.67,1705,Nicole Cannon,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Central,Nebraska,Hastings,2011-04-22,2011-04-24,3,91537,60.72,67.39
Not Specified,7.04,2.17,1705,Nicole Cannon,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Central,Nebraska,Hastings,2011-05-20,2011-05-21,7,91538,49.28,51.45
Medium,9.71,9.45,1705,Nicole Cannon,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,Filing/Storage Totes and Swivel Casters,Central,Nebraska,Hastings,2012-03-05,2012-03-05,6,91539,58.260000000000005,67.71000000000001
Low,7.7,3.68,1707,Rebecca Frazier Foley,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Central,Minnesota,Prior Lake,2011-03-03,2011-07-03,7,88785,53.9,57.58
Low,30.98,17.08,1707,Rebecca Frazier Foley,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,Central,Minnesota,Prior Lake,2011-03-03,2011-07-03,7,88785,216.86,233.94
Critical,55.98,13.88,1707,Rebecca Frazier Foley,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1882,Central,Minnesota,Prior Lake,2011-08-17,2011-08-17,17,88787,951.66,965.54
Low,220.98,64.66,1707,Rebecca Frazier Foley,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",Central,Minnesota,Prior Lake,2012-10-29,2012-10-29,1,88789,220.98,285.64
Low,38.76,13.26,1707,Rebecca Frazier Foley,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1892,Central,Minnesota,Prior Lake,2012-10-29,2012-03-11,12,88789,465.12,478.38
Low,4.91,0.5,1707,Rebecca Frazier Foley,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 478,Central,Minnesota,Prior Lake,2013-10-08,2013-10-08,7,88791,34.370000000000005,34.870000000000005
Critical,420.98,19.99,1707,Rebecca Frazier Foley,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,Central,Minnesota,Prior Lake,2013-08-15,2013-08-16,3,88792,1262.94,1282.93
Medium,5.68,1.3900000000000001,1708,Lillian Day,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,East,Ohio,Shaker Heights,2010-07-17,2010-07-18,10,88781,56.8,58.19
Not Specified,205.99,3.0,1708,Lillian Day,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,6185,East,Ohio,Shaker Heights,2010-11-20,2010-11-21,29,88784,5973.71,5976.71
Critical,95.46,18.13,1708,Lillian Day,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",East,Ohio,Shaker Heights,2011-07-21,2011-07-21,7,88786,668.2199999999999,686.3499999999999
Not Specified,400.97,48.26,1708,Lillian Day,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,East,Ohio,Shaker Heights,2012-08-04,2012-10-04,9,88788,3608.7300000000005,3656.9900000000007
Not Specified,100.98,7.18,1708,Lillian Day,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Logitech Cordless Elite Duo,East,Ohio,Shaker Heights,2013-11-20,2013-11-21,1,88793,100.98,108.16
Not Specified,14.28,2.99,1709,Dennis Bowen,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Premier Heavy-Duty Binder with Round Locking Rings,East,Pennsylvania,Pottstown,2010-07-21,2010-07-22,2,88782,28.56,31.549999999999997
Medium,95.43,19.99,1709,Dennis Bowen,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,East,Pennsylvania,Pottstown,2010-10-11,2010-12-11,33,88783,3149.19,3169.18
Not Specified,205.99,5.99,1709,Dennis Bowen,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,3285,East,Pennsylvania,Pottstown,2013-07-21,2013-07-24,1,88790,205.99,211.98000000000002
Low,4.13,5.34,1709,Dennis Bowen,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE® Binder by Acco,East,Pennsylvania,Pottstown,2013-10-08,2013-08-17,21,88791,86.73,92.07000000000001
Low,180.98,26.2,1709,Dennis Bowen,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,East,Pennsylvania,Pottstown,2013-10-08,2013-08-15,2,88791,361.96,388.15999999999997
Not Specified,7.59,4.0,1711,Sharon Long,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",South,Georgia,Marietta,2010-03-16,2010-03-18,3,87747,22.77,26.77
High,420.98,19.99,1711,Sharon Long,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,South,Georgia,Marietta,2011-03-09,2011-05-09,2,87752,841.96,861.95
High,243.98,43.32,1711,Sharon Long,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",South,Georgia,Marietta,2011-03-09,2011-04-09,7,87752,1707.86,1751.1799999999998
Low,11.66,7.95,1712,Regina Langley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",South,Georgia,Martinez,2010-11-10,2010-10-20,22,87749,256.52,264.46999999999997
Low,19.94,14.87,1712,Regina Langley,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Luxo Economy Swing Arm Lamp,South,Georgia,Martinez,2011-01-20,2011-01-27,12,87750,239.28000000000003,254.15000000000003
Low,6.69,3.1,1712,Regina Langley,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",South,Georgia,Martinez,2011-01-20,2011-01-27,4,87750,26.76,29.860000000000003
Low,4.98,5.49,1712,Regina Langley,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1952,South,Georgia,Martinez,2011-01-20,2011-01-25,1,87750,4.98,10.47
High,9.11,2.15,1712,Regina Langley,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",South,Georgia,Martinez,2011-02-10,2011-03-10,9,87753,81.99,84.14
Low,50.98,14.19,1712,Regina Langley,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",South,Georgia,Martinez,2013-03-13,2013-03-13,2,87754,101.96,116.14999999999999
Medium,35.41,1.99,1712,Regina Langley,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,South,Georgia,Martinez,2013-08-23,2013-08-24,8,87755,283.28,285.27
Low,104.65,18.93,1712,Regina Langley,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Eureka The Boss® Plus 12-Amp Hard Box Upright Vacuum, Red",South,Georgia,Martinez,2013-11-10,2013-10-18,7,87756,732.5500000000001,751.48
High,23.99,6.3,1713,Rosemary Stark,Regular Air,Corporate,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,South,Georgia,Newnan,2010-05-29,2010-05-31,11,87748,263.89,270.19
Low,7.59,4.0,1713,Rosemary Stark,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",South,Georgia,Newnan,2011-03-13,2011-03-20,12,87751,91.08,95.08
Low,3.14,1.92,1715,Marcus May,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,Central,Michigan,Walker,2011-01-27,2011-01-31,1,89654,3.14,5.0600000000000005
High,55.48,14.3,1715,Marcus May,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,Central,Michigan,Walker,2012-06-05,2012-09-05,11,89655,610.28,624.5799999999999
Not Specified,2.21,1.0,1716,April Whitehead,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Alpha® White Chalk, 12/Pack",East,Ohio,Shaker Heights,2013-07-02,2013-09-02,10,89656,22.1,23.1
Low,300.98,64.73,1718,Kathy Shah,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",South,North Carolina,Garner,2010-08-03,2010-03-15,3,90621,902.94,967.6700000000001
Low,8.74,8.29,1718,Kathy Shah,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",South,North Carolina,Garner,2013-08-03,2013-08-03,8,90622,69.92,78.21000000000001
Medium,5.68,3.6,1718,Kathy Shah,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Preferred Stainless Steel Scissors,South,North Carolina,Garner,2013-11-05,2013-12-05,9,90623,51.12,54.72
Medium,16.48,1.99,1719,Russell W Melton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Maxell DVD-RAM Discs,South,Alabama,Northport,2010-01-17,2010-01-19,8,90786,131.84,133.83
High,12.22,2.85,1719,Russell W Melton,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,South,Alabama,Northport,2011-07-17,2011-07-19,11,90789,134.42000000000002,137.27
